GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	Biosample	distance_min	distance_max	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	tissue.biosample	pred_name_long	hex	count	cat	pairs
T_CD8_pos	0	0	BMMC22_CD8_pos_T	0	10	250	0	0	NA	ArchR	T_CD8_pos.BMMC22_CD8_pos_T	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T	0	0	BMMC22_CD8_pos_T	0	10	118	0	0	NA	ArchR	T.BMMC22_CD8_pos_T	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T_CD8_pos	0	0	BMMC22_CD8_pos_T_naive	0	10	250	0	0	NA	ArchR	T_CD8_pos.BMMC22_CD8_pos_T_naive	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T	0	0	BMMC22_CD8_pos_T_naive	0	10	118	0	0	NA	ArchR	T.BMMC22_CD8_pos_T_naive	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
monocyte	18	4	BMMC22_CD14_pos_Mono	0	10	992	0.0181451612903226	0.00403225806451613	0.222222222222222	ArchR	monocyte.BMMC22_CD14_pos_Mono	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
macrophage	3	1	BMMC22_CD14_pos_Mono	0	10	213	0.0140845070422535	0.00469483568075117	0.333333333333333	ArchR	macrophage.BMMC22_CD14_pos_Mono	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
monocyte_CD14_pos	1	1	BMMC22_CD14_pos_Mono	0	10	21	0.0476190476190476	0.0476190476190476	1	ArchR	monocyte_CD14_pos.BMMC22_CD14_pos_Mono	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
monocyte	2	1	BMMC22_CD16_pos_Mono	0	10	992	0.00201612903225806	0.00100806451612903	0.5	ArchR	monocyte.BMMC22_CD16_pos_Mono	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
monocyte_CD16_pos	1	0	BMMC22_CD16_pos_Mono	0	10	148	0.00675675675675676	0	0	ArchR	monocyte_CD16_pos.BMMC22_CD16_pos_Mono	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
macrophage	1	1	BMMC22_CD16_pos_Mono	0	10	213	0.00469483568075117	0.00469483568075117	1	ArchR	macrophage.BMMC22_CD16_pos_Mono	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
blood	1	1	BMMC22_Erythroblast	0	10	999	0.001001001001001	0.001001001001001	1	ArchR	blood.BMMC22_Erythroblast	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
monocyte	0	0	BMMC22_G_M_prog	0	10	992	0	0	NA	ArchR	monocyte.BMMC22_G_M_prog	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
iPSC	0	0	BMMC22_G_M_prog	0	10	226	0	0	NA	ArchR	iPSC.BMMC22_G_M_prog	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
neutrophil	0	0	BMMC22_G_M_prog	0	10	299	0	0	NA	ArchR	neutrophil.BMMC22_G_M_prog	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
iPSC	0	0	BMMC22_HSC	0	10	226	0	0	NA	ArchR	iPSC.BMMC22_HSC	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
NK	1	0	BMMC22_ILC	0	10	226	0.00442477876106195	0	0	ArchR	NK.BMMC22_ILC	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
iPSC	0	0	BMMC22_Lymph_prog	0	10	226	0	0	NA	ArchR	iPSC.BMMC22_Lymph_prog	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
NK	1	0	BMMC22_Lymph_prog	0	10	226	0.00442477876106195	0	0	ArchR	NK.BMMC22_Lymph_prog	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T	0	0	BMMC22_Lymph_prog	0	10	118	0	0	NA	ArchR	T.BMMC22_Lymph_prog	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
B	0	0	BMMC22_Lymph_prog	0	10	156	0	0	NA	ArchR	B.BMMC22_Lymph_prog	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
iPSC	0	0	BMMC22_MK_E_prog	0	10	226	0	0	NA	ArchR	iPSC.BMMC22_MK_E_prog	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
B	0	0	BMMC22_Naive_CD20_pos_B	0	10	156	0	0	NA	ArchR	B.BMMC22_Naive_CD20_pos_B	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
NK	0	0	BMMC22_NK	0	10	226	0	0	NA	ArchR	NK.BMMC22_NK	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
blood	1	1	BMMC22_Normoblast	0	10	999	0.001001001001001	0.001001001001001	1	ArchR	blood.BMMC22_Normoblast	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
B	1	1	BMMC22_Plasma_cell	0	10	156	0.00641025641025641	0.00641025641025641	1	ArchR	B.BMMC22_Plasma_cell	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
blood	3	2	BMMC22_Proerythroblast	0	10	999	0.003003003003003	0.002002002002002	0.666666666666667	ArchR	blood.BMMC22_Proerythroblast	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
B	0	0	BMMC22_Transitional_B	0	10	156	0	0	NA	ArchR	B.BMMC22_Transitional_B	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
monocyte	1	1	PBMC_11_CD14.Mono.1	0	10	992	0.00100806451612903	0.00100806451612903	1	ArchR	monocyte.PBMC_11_CD14.Mono.1	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
macrophage	0	0	PBMC_11_CD14.Mono.1	0	10	213	0	0	NA	ArchR	macrophage.PBMC_11_CD14.Mono.1	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
monocyte_CD14_pos	0	0	PBMC_11_CD14.Mono.1	0	10	21	0	0	NA	ArchR	monocyte_CD14_pos.PBMC_11_CD14.Mono.1	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
monocyte	4	3	PBMC_12_CD14.Mono.2	0	10	992	0.00403225806451613	0.0030241935483871	0.75	ArchR	monocyte.PBMC_12_CD14.Mono.2	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
macrophage	2	1	PBMC_12_CD14.Mono.2	0	10	213	0.00938967136150235	0.00469483568075117	0.5	ArchR	macrophage.PBMC_12_CD14.Mono.2	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
monocyte_CD14_pos	0	0	PBMC_12_CD14.Mono.2	0	10	21	0	0	NA	ArchR	monocyte_CD14_pos.PBMC_12_CD14.Mono.2	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
monocyte	0	0	PBMC_13_CD16.Mono	0	10	992	0	0	NA	ArchR	monocyte.PBMC_13_CD16.Mono	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
monocyte_CD16_pos	0	0	PBMC_13_CD16.Mono	0	10	148	0	0	NA	ArchR	monocyte_CD16_pos.PBMC_13_CD16.Mono	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
macrophage	0	0	PBMC_13_CD16.Mono	0	10	213	0	0	NA	ArchR	macrophage.PBMC_13_CD16.Mono	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
B	0	0	PBMC_17_B	0	10	156	0	0	NA	ArchR	B.PBMC_17_B	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
Tfh	0	0	PBMC_20_CD4.N1	0	10	134	0	0	NA	ArchR	Tfh.PBMC_20_CD4.N1	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
Treg	0	0	PBMC_20_CD4.N1	0	10	287	0	0	NA	ArchR	Treg.PBMC_20_CD4.N1	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T	0	0	PBMC_20_CD4.N1	0	10	118	0	0	NA	ArchR	T.PBMC_20_CD4.N1	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T_CD4_pos_naive	0	0	PBMC_20_CD4.N1	0	10	26	0	0	NA	ArchR	T_CD4_pos_naive.PBMC_20_CD4.N1	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T_CD4_pos	5	0	PBMC_22_CD4.M	0	10	1038	0.00481695568400771	0	0	ArchR	T_CD4_pos.PBMC_22_CD4.M	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
Tfh	0	0	PBMC_22_CD4.M	0	10	134	0	0	NA	ArchR	Tfh.PBMC_22_CD4.M	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
Treg	0	0	PBMC_22_CD4.M	0	10	287	0	0	NA	ArchR	Treg.PBMC_22_CD4.M	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T	1	0	PBMC_22_CD4.M	0	10	118	0.00847457627118644	0	0	ArchR	T.PBMC_22_CD4.M	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T_CD8_pos	0	0	PBMC_24_CD8.CM	0	10	250	0	0	NA	ArchR	T_CD8_pos.PBMC_24_CD8.CM	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
T	0	0	PBMC_24_CD8.CM	0	10	118	0	0	NA	ArchR	T.PBMC_24_CD8.CM	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
NK	2	2	PBMC_25_NK	0	10	226	0.00884955752212389	0.00884955752212389	1	ArchR	NK.PBMC_25_NK	ArchR (high-confidence)	#dcbca1	21-1038 variants	0-10 Kb	60-60 biosample pairs
blood	39	7	K562	10	100	1464	0.0266393442622951	0.00478142076502732	0.17948717948718	ArchR	blood.K562	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
spleen	9	1	K562	10	100	268	0.0335820895522388	0.00373134328358209	0.111111111111111	ArchR	spleen.K562	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
LCL	88	28	GM12878	10	100	1163	0.0756663800515907	0.0240756663800516	0.318181818181818	ArchR	LCL.GM12878	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	0	0	BMMC22_B1_B	10	100	256	0	0	NA	ArchR	B.BMMC22_B1_B	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos	0	0	BMMC22_CD4_pos_T_activated	10	100	1920	0	0	NA	ArchR	T_CD4_pos.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	0	0	BMMC22_CD4_pos_T_activated	10	100	202	0	0	NA	ArchR	Tfh.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	0	0	BMMC22_CD4_pos_T_activated	10	100	481	0	0	NA	ArchR	Treg.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	1	1	BMMC22_CD4_pos_T_activated	10	100	134	0.00746268656716418	0.00746268656716418	1	ArchR	T.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	0	0	BMMC22_CD4_pos_T_naive	10	100	202	0	0	NA	ArchR	Tfh.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	0	0	BMMC22_CD4_pos_T_naive	10	100	481	0	0	NA	ArchR	Treg.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	0	0	BMMC22_CD4_pos_T_naive	10	100	134	0	0	NA	ArchR	T.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos_naive	0	0	BMMC22_CD4_pos_T_naive	10	100	53	0	0	NA	ArchR	T_CD4_pos_naive.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD8_pos	0	0	BMMC22_CD8_pos_T	10	100	384	0	0	NA	ArchR	T_CD8_pos.BMMC22_CD8_pos_T	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	0	0	BMMC22_CD8_pos_T	10	100	134	0	0	NA	ArchR	T.BMMC22_CD8_pos_T	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD8_pos	1	0	BMMC22_CD8_pos_T_naive	10	100	384	0.00260416666666667	0	0	ArchR	T_CD8_pos.BMMC22_CD8_pos_T_naive	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	0	0	BMMC22_CD8_pos_T_naive	10	100	134	0	0	NA	ArchR	T.BMMC22_CD8_pos_T_naive	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	33	13	BMMC22_CD14_pos_Mono	10	100	1412	0.023371104815864	0.00920679886685552	0.393939393939394	ArchR	monocyte.BMMC22_CD14_pos_Mono	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	1	1	BMMC22_CD14_pos_Mono	10	100	271	0.003690036900369	0.003690036900369	1	ArchR	macrophage.BMMC22_CD14_pos_Mono	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD14_pos	0	0	BMMC22_CD14_pos_Mono	10	100	22	0	0	NA	ArchR	monocyte_CD14_pos.BMMC22_CD14_pos_Mono	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	3	1	BMMC22_CD16_pos_Mono	10	100	1412	0.00212464589235128	0.000708215297450425	0.333333333333333	ArchR	monocyte.BMMC22_CD16_pos_Mono	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD16_pos	1	0	BMMC22_CD16_pos_Mono	10	100	232	0.00431034482758621	0	0	ArchR	monocyte_CD16_pos.BMMC22_CD16_pos_Mono	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	1	1	BMMC22_CD16_pos_Mono	10	100	271	0.003690036900369	0.003690036900369	1	ArchR	macrophage.BMMC22_CD16_pos_Mono	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
dendritic	0	0	BMMC22_cDC2	10	100	21	0	0	NA	ArchR	dendritic.BMMC22_cDC2	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	2	0	BMMC22_Erythroblast	10	100	1464	0.00136612021857924	0	0	ArchR	blood.BMMC22_Erythroblast	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	3	1	BMMC22_G_M_prog	10	100	1412	0.00212464589235128	0.000708215297450425	0.333333333333333	ArchR	monocyte.BMMC22_G_M_prog	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
iPSC	0	0	BMMC22_G_M_prog	10	100	316	0	0	NA	ArchR	iPSC.BMMC22_G_M_prog	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
neutrophil	2	1	BMMC22_G_M_prog	10	100	486	0.00411522633744856	0.00205761316872428	0.5	ArchR	neutrophil.BMMC22_G_M_prog	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
iPSC	0	0	BMMC22_HSC	10	100	316	0	0	NA	ArchR	iPSC.BMMC22_HSC	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	0	0	BMMC22_ILC	10	100	370	0	0	NA	ArchR	NK.BMMC22_ILC	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
iPSC	0	0	BMMC22_Lymph_prog	10	100	316	0	0	NA	ArchR	iPSC.BMMC22_Lymph_prog	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	0	0	BMMC22_Lymph_prog	10	100	370	0	0	NA	ArchR	NK.BMMC22_Lymph_prog	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	0	0	BMMC22_Lymph_prog	10	100	134	0	0	NA	ArchR	T.BMMC22_Lymph_prog	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	0	0	BMMC22_Lymph_prog	10	100	256	0	0	NA	ArchR	B.BMMC22_Lymph_prog	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
iPSC	0	0	BMMC22_MK_E_prog	10	100	316	0	0	NA	ArchR	iPSC.BMMC22_MK_E_prog	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	1	0	BMMC22_Naive_CD20_pos_B	10	100	256	0.00390625	0	0	ArchR	B.BMMC22_Naive_CD20_pos_B	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	2	1	BMMC22_NK	10	100	370	0.00540540540540541	0.0027027027027027	0.5	ArchR	NK.BMMC22_NK	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	0	0	BMMC22_Normoblast	10	100	1464	0	0	NA	ArchR	blood.BMMC22_Normoblast	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
dendritic	0	0	BMMC22_pDC	10	100	21	0	0	NA	ArchR	dendritic.BMMC22_pDC	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	1	0	BMMC22_Plasma_cell	10	100	256	0.00390625	0	0	ArchR	B.BMMC22_Plasma_cell	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	0	0	BMMC22_Proerythroblast	10	100	1464	0	0	NA	ArchR	blood.BMMC22_Proerythroblast	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	0	0	BMMC22_Transitional_B	10	100	256	0	0	NA	ArchR	B.BMMC22_Transitional_B	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
dendritic	0	0	PBMC_10_cDC	10	100	21	0	0	NA	ArchR	dendritic.PBMC_10_cDC	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	1	0	PBMC_11_CD14.Mono.1	10	100	1412	0.000708215297450425	0	0	ArchR	monocyte.PBMC_11_CD14.Mono.1	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	0	0	PBMC_11_CD14.Mono.1	10	100	271	0	0	NA	ArchR	macrophage.PBMC_11_CD14.Mono.1	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD14_pos	0	0	PBMC_11_CD14.Mono.1	10	100	22	0	0	NA	ArchR	monocyte_CD14_pos.PBMC_11_CD14.Mono.1	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	3	2	PBMC_12_CD14.Mono.2	10	100	1412	0.00212464589235128	0.00141643059490085	0.666666666666667	ArchR	monocyte.PBMC_12_CD14.Mono.2	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	0	0	PBMC_12_CD14.Mono.2	10	100	271	0	0	NA	ArchR	macrophage.PBMC_12_CD14.Mono.2	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD14_pos	0	0	PBMC_12_CD14.Mono.2	10	100	22	0	0	NA	ArchR	monocyte_CD14_pos.PBMC_12_CD14.Mono.2	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	0	0	PBMC_13_CD16.Mono	10	100	1412	0	0	NA	ArchR	monocyte.PBMC_13_CD16.Mono	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD16_pos	0	0	PBMC_13_CD16.Mono	10	100	232	0	0	NA	ArchR	monocyte_CD16_pos.PBMC_13_CD16.Mono	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	0	0	PBMC_13_CD16.Mono	10	100	271	0	0	NA	ArchR	macrophage.PBMC_13_CD16.Mono	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	0	0	PBMC_17_B	10	100	256	0	0	NA	ArchR	B.PBMC_17_B	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
B_memory	0	0	PBMC_17_B	10	100	29	0	0	NA	ArchR	B_memory.PBMC_17_B	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	0	0	PBMC_20_CD4.N1	10	100	202	0	0	NA	ArchR	Tfh.PBMC_20_CD4.N1	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	0	0	PBMC_20_CD4.N1	10	100	481	0	0	NA	ArchR	Treg.PBMC_20_CD4.N1	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	0	0	PBMC_20_CD4.N1	10	100	134	0	0	NA	ArchR	T.PBMC_20_CD4.N1	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos_naive	0	0	PBMC_20_CD4.N1	10	100	53	0	0	NA	ArchR	T_CD4_pos_naive.PBMC_20_CD4.N1	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos	4	2	PBMC_22_CD4.M	10	100	1920	0.00208333333333333	0.00104166666666667	0.5	ArchR	T_CD4_pos.PBMC_22_CD4.M	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	0	0	PBMC_22_CD4.M	10	100	202	0	0	NA	ArchR	Tfh.PBMC_22_CD4.M	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	1	1	PBMC_22_CD4.M	10	100	481	0.00207900207900208	0.00207900207900208	1	ArchR	Treg.PBMC_22_CD4.M	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	0	0	PBMC_22_CD4.M	10	100	134	0	0	NA	ArchR	T.PBMC_22_CD4.M	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD8_pos	0	0	PBMC_24_CD8.CM	10	100	384	0	0	NA	ArchR	T_CD8_pos.PBMC_24_CD8.CM	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	0	0	PBMC_24_CD8.CM	10	100	134	0	0	NA	ArchR	T.PBMC_24_CD8.CM	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	6	3	PBMC_25_NK	10	100	370	0.0162162162162162	0.00810810810810811	0.5	ArchR	NK.PBMC_25_NK	ArchR (high-confidence)	#dcbca1	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	4	1	K562	100	250	243	0.0164609053497942	0.00411522633744856	0.25	ArchR	blood.K562	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
spleen	1	1	K562	100	250	47	0.0212765957446809	0.0212765957446809	1	ArchR	spleen.K562	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
LCL	15	9	GM12878	100	250	240	0.0625	0.0375	0.6	ArchR	LCL.GM12878	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
B	0	0	BMMC22_B1_B	100	250	43	0	0	NA	ArchR	B.BMMC22_B1_B	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD4_pos	2	0	BMMC22_CD4_pos_T_activated	100	250	460	0.00434782608695652	0	0	ArchR	T_CD4_pos.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	0	0	BMMC22_CD4_pos_T_activated	100	250	34	0	0	NA	ArchR	Tfh.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	1	0	BMMC22_CD4_pos_T_activated	100	250	110	0.00909090909090909	0	0	ArchR	Treg.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
T	0	0	BMMC22_CD4_pos_T_activated	100	250	27	0	0	NA	ArchR	T.BMMC22_CD4_pos_T_activated	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	0	0	BMMC22_CD4_pos_T_naive	100	250	34	0	0	NA	ArchR	Tfh.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	0	0	BMMC22_CD4_pos_T_naive	100	250	110	0	0	NA	ArchR	Treg.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
T	0	0	BMMC22_CD4_pos_T_naive	100	250	27	0	0	NA	ArchR	T.BMMC22_CD4_pos_T_naive	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD8_pos	0	0	BMMC22_CD8_pos_T	100	250	84	0	0	NA	ArchR	T_CD8_pos.BMMC22_CD8_pos_T	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
T	0	0	BMMC22_CD8_pos_T	100	250	27	0	0	NA	ArchR	T.BMMC22_CD8_pos_T	ArchR (high-confidence)	#dcbca1	27-460 variants	100-250 Kb	55-55 biosample pairs
